auc,S.P,TPR,FPR,GAP
0.7354276398294457,0.1305590062111801,0.14061624649859938,0.27999999999999997,0.21030812324929968
0.7171696937321936,0.163004053765735,0.12616407982261635,0.0708994708994709,0.09853177536104363
0.7168375399733741,0.20298136645962733,0.26,0.025128205128205128,0.14256410256410257
0.7307264558031941,0.07045454545454544,0.045376712328767166,0.09684487291849253,0.07111079262362985
0.7232187138369978,0.18142496695902927,0.34338461538461534,0.04395604395604391,0.19367032967032963
0.7350173225089198,0.14404483310752564,0.1815310293571164,0.0767123287671233,0.12912167906211985
0.7100999748264825,0.22213203463203468,0.23054950011275654,0.11616667143306547,0.173358085772911
0.7326962846499242,0.1350605915823307,0.07432916633489928,0.04606783852066876,0.06019850242778402
0.7305569007263922,0.17905576749211666,0.1521885521885522,0.12070938215102978,0.136448967169791
0.7066905615292712,0.20925592173017504,0.28265504774265315,0.05259938837920486,0.167627218060929
0.7280351578317283,0.2380524494142705,0.2478685156651258,0.14908456843940715,0.19847654205226647
0.7142214075975548,0.17506252232940334,0.331923890063425,0.14400194269062655,0.23796291637702577
0.740010260813879,0.053191391983303915,0.06506996308696023,0.035849787069299255,0.05045987507812974
0.6864407376126126,0.2116359009843531,0.2372685185185185,0.1511907362901464,0.19422962740433244
0.7141675497370721,0.19955146438283378,0.18717023049153014,0.14903993855606762,0.16810508452379888
0.7293976704326839,0.250779638247853,0.13624901497241926,0.25272108843537416,0.1944850517038967
0.7438894225637742,0.2612239568761308,0.3092592592592593,0.09431939978563775,0.20178932952244852
0.6934919304129112,0.2232587950434411,0.10025085942581069,0.18705985915492956,0.14365535929037013
0.7079635435714314,0.22038338016860698,0.1941703837178389,0.16756723939044382,0.18086881155414136
0.6937765718334258,0.14156597621787492,0.11268642861563216,0.08324442318776593,0.09796542590169904
0.7286319059054918,0.1358056600483296,0.09803275257678024,0.11870514629209344,0.10836894943443684
0.7104889961902694,0.09239419319338515,0.06432255566795297,0.051810531684304495,0.058066543676128735
0.7192396945698903,0.11903545892309941,0.09562841530054644,0.12340926944226238,0.10951884237140441
0.7266022380467956,0.16299965784501863,0.19315096668037846,0.11736112442714425,0.15525604555376135
0.704219849220092,0.18315932967630733,0.31077952445998197,0.028428419427834972,0.16960397194390847
0.7112329717468568,0.09606747496046386,0.06111657648794888,0.07838176352705412,0.0697491700075015
0.6717337273362425,0.07404105795194904,0.046092056610990695,0.00789677209264461,0.026994414351817653
0.66301510063001,0.036516385700156695,0.012811526479750812,0.16973757677275264,0.09127455162625173
0.7270224836367432,0.07866411314687172,0.030910165484633545,0.17015102552265382,0.10053059550364368
0.7247887817971086,0.1269552847561416,0.14028634617623092,0.004003178095587312,0.07214476213590912
0.7141682592769549,0.10552744358961119,0.04825463281562281,0.1196145292809489,0.08393458104828586
0.6685809136703988,0.14180214308584005,0.14429583120926837,0.05980167810831427,0.10204875465879132
0.677456781708221,0.16280217971692934,0.16627310673822304,0.07084868544307749,0.11856089609065026
0.6733840901523642,0.15702223100776858,0.16357424295892742,0.06593883229130304,0.11475653762511523
0.6566215215383976,0.15051185807727696,0.15922976446298398,0.07643484009485751,0.11783230227892075
0.6455484078109679,0.18178870257216284,0.1656637640680193,0.15757088798600677,0.16161732602701304
0.6512382205063287,0.12433100445190914,0.18024240732589725,0.062274066374667814,0.12125823685028253
0.6512094338147496,0.14052348693340866,0.13798202562304807,0.10863449070313541,0.12330825816309174
0.6287246486777003,0.11309523809523803,0.08524219205651107,0.10997472612869363,0.09760845909260235
0.6339664174173403,0.14098956585083666,0.16879620700739317,0.08850800940353182,0.1286521082054625
0.663901038040673,0.1845449620801734,0.13421292083712466,0.15442376950780312,0.1443183451724639
