auc,S.P,TPR,FPR,GAP
0.7058302795734344,0.04298136645962736,0.1514438502673796,0.04205128205128206,0.09674756615933083
0.7462372288209737,0.017424242424242453,0.07277397260273977,0.013584574934268179,0.04317927376850397
0.7345428996528351,0.1809443710200649,0.39230769230769225,0.09157509157509158,0.24194139194139191
0.7742644397331816,0.03547234881142991,0.0542549238201413,0.0328767123287671,0.0435658180744542
0.7246534146078325,0.13699494949494945,0.12453331328772965,0.03357451311236309,0.07905391320004637
0.7470945055878979,0.08703253268470668,0.044390476948801716,0.03332795785625975,0.03885921740253073
0.7538322694254898,0.05900901894198329,0.002020202020202033,0.01802059496567504,0.010020398492938537
0.7496597250578467,0.05308408121229946,0.0067905812552145894,0.18389398572884808,0.09534228349203133
0.7687474692346967,0.07351570820021303,0.1071648690292758,0.0740094933643321,0.09058718119680395
0.7517059410146077,0.046043229724901824,0.010821657648618643,0.22705196697425928,0.11893681231143896
0.8017097717878559,0.07233150567063629,0.1142158125160958,0.08029423151374371,0.09725502201491976
0.7419798704954955,0.11251980982567356,0.1307870370370371,0.06499890758138516,0.09789297230921112
0.7064972943165699,0.04616244178414031,0.06019491940069566,0.0931067588325653,0.07665083911663048
0.7619247496123218,0.031481392633817884,0.0490149724192277,0.013775510204081631,0.031395241311654665
0.7680674361750249,0.009792401096748837,0.08703703703703702,0.2144515898535191,0.15074431344527806
0.7305880767733628,0.1170377755622023,0.023320635510545307,0.05200997652582162,0.037665306018183464
0.737099100505837,0.042573263749498214,0.012059492511741987,0.023511019367372987,0.017785255939557487
0.7356033721656928,0.0327843306482547,0.0030571198712792125,0.03576027372061363,0.019408696795946423
0.767559521132588,0.001762537056874458,0.02010150159577251,0.04263019076243635,0.03136584617910443
0.7619513353072044,0.002221276555945728,0.03505551184544109,0.04328063241106722,0.039168072128254156
0.7603679908978224,0.01663505034291546,0.030808366308649027,0.029300864100549884,0.030054615204599455
0.7755377637135119,0.031091474390443463,0.08951048951048957,0.04590516001610706,0.06770782476329831
