auc,S.P,TPR,FPR,GAP
0.7354276398294457,0.1305590062111801,0.14061624649859938,0.27999999999999997,0.21030812324929968
0.7445023148148149,0.349050565393642,0.3152993348115299,0.23915343915343917,0.27722638698248453
0.7223274454097529,0.13341614906832294,0.11497326203208558,0.06564102564102564,0.09030714383655561
0.7452585375980545,0.08106060606060606,0.022602739726027443,0.010955302366345288,0.016779021046186365
0.7458050917507026,0.25411510272738197,0.5541538461538461,0.06868131868131871,0.31141758241758244
0.7663271110191842,0.09212957260746396,0.13322185061315506,0.01712328767123289,0.07517256914219397
0.7278855144388103,0.22231240981240985,0.19496855345911945,0.13481282351931823,0.16489068848921884
0.7495626708593606,0.11814272683837901,0.08491918146349231,0.009837123044670215,0.04737815225408126
0.7532555580013207,0.08203047476239833,0.02323232323232327,0.04962814645308927,0.03643023484270627
0.7491606551426887,0.002887303222009696,0.04014091035505707,0.11722731906218142,0.07868411470861925
0.7691743983380573,0.07967252396166136,0.11199280945043666,0.05967257580160806,0.08583269262602236
0.7525138968402001,0.003081457663451248,0.0759666033611639,0.20313258863525985,0.13954959599821187
0.7976018076497641,0.07090354883886973,0.09863507597218646,0.05590398761130466,0.07726953179174556
0.7386014921171171,0.10855784469096674,0.125,0.06499890758138516,0.09499945379069258
0.7144698421767712,0.04647891726315134,0.0638050277039447,0.09128264208909365,0.07754383489651917
0.7625427029043805,0.08741543923619444,0.059259259259259345,0.007312925170068041,0.03328609221466369
0.7709289500836091,0.009792401096748837,0.09074074074074068,0.22088245802072165,0.15581159938073116
0.7362652334041979,0.13190586969250973,0.0017653070705193619,0.09994865023474175,0.05085697865263056
0.740865552537609,0.10593135287033317,0.07176616548016423,0.0451854775059195,0.05847582149304187
0.7372631409675736,0.006269179133103209,0.018515997277059215,0.07200495444121507,0.045260475859137145
0.768412200145711,0.030959617348845336,0.0012504578035891223,0.0016944734098018888,0.0014724656066955055
0.763392175300359,0.0035275430498984406,0.041418455659210984,0.05019762845849807,0.045808042058854526
0.7612805442621747,0.04032905296950251,0.04347357936956586,0.06792354019376795,0.055698559781666906
0.7705341919267384,0.024605406048705092,0.08619909502262446,0.05504208931755866,0.07062059217009156
0.7516246639124634,0.0029590452409508083,0.09063968698631719,0.11200527506781166,0.10132248102706443
0.7510329096360707,0.010332103321033181,0.033595671421544515,0.053782565130260473,0.043689118275902494
0.7080850771398137,0.021610814927646604,0.03345339793446389,0.04365612406887287,0.03855476100166838
0.7257648371044052,0.07922255436896442,0.0740264797507788,0.11464731062721012,0.09433689518899446
0.7402174561285801,0.032024825128273426,0.004787234042553212,0.0945723141858471,0.04967977411420016
0.7723898920270847,0.06373325331599622,0.06605750203701555,0.07077374404107073,0.06841562303904314
0.7419194935499285,0.043837455465482456,0.009123463454636216,0.0077983691623424445,0.00846091630848933
0.725963330364173,0.03303500094257472,0.00028789484686564393,0.0014492753623188137,0.0008685851045922288
0.7328106737022828,0.02443605940876248,0.018673822301729204,0.07599628872969288,0.047335055515711044
0.7510388968872173,0.044881882926465444,0.05795305076688417,0.09214298560199735,0.07504801818444076
0.7226738562602142,0.02311284551852122,0.015851346226772867,0.04618841696031639,0.03101988159354463
0.7143521906519457,0.0364095743856353,0.013803316994806414,0.0032622486184108457,0.00853278280660863
0.7147027504084806,0.04237760404436064,0.03629453885709988,0.006810302873725527,0.021552420865412703
0.728761537878357,0.006242208265706983,0.016897189113391553,0.051727193513609326,0.03431219131350044
0.7094610686942455,0.014395943562610203,0.0073842857393172645,0.054186100365256396,0.03078519305228683
0.7165451321429064,0.04739467651280871,0.058180649308903876,0.012355803400579513,0.035268226354741694
0.7613140187842928,0.05874503430841449,0.007468911131331524,0.010822328931572645,0.009145620031452084
0.7578007935128013,0.040064891415384496,0.03452769358481822,0.08952048282592218,0.0620240882053702
0.7592491831509873,0.04651393311608654,0.010771034579308392,0.06921559217191914,0.039993313375613765
0.7749250462782449,0.09290549635082757,0.051651638711438075,0.02850736624115391,0.04007950247629599
0.786917435778627,0.07096660467417037,0.02907352454888701,0.09429358027781254,0.061683552413349774
0.7768680538445336,0.010768010155506214,0.025018232948908925,0.1582098409872406,0.09161403696807477
0.8022761741691282,0.02947145237013482,0.015155880105715447,0.12255560531422605,0.06885574270997075
0.789432986905976,0.050190985485103146,0.050950715722549056,0.011679146043966915,0.031314930883257985
0.7495374360623919,0.030173023864536686,0.056759974785795975,0.009448604492852342,0.03310428963932416
0.8025602278698254,0.056063436708598036,0.05267167018407004,0.051599930716109244,0.05213580045008964
0.715100144090939,0.09415753319381881,0.11560761816697884,0.014723926380368069,0.06516577227367346
0.6682868233027811,0.11094306674638649,0.1497828888404198,0.018339169035440805,0.0840610289379303
0.7782914395511698,0.09205046216681001,0.010164984950444711,0.09726240943857523,0.05371369719450997
0.7792755315279951,0.07032086183628827,0.010590448062459124,0.012843337275133315,0.01171689266879622
0.710057892491132,0.07802644761014099,0.010719355313283163,0.05209900939930584,0.0314091823562945
0.6801256967330791,0.11455799029224956,0.06540125938934394,0.09821679868119498,0.08180902903526946
