auc,S.P,TPR,FPR,GAP
0.7058440043370252,0.037515527950310545,0.019786096256684482,0.03538461538461535,0.027585355820649915
0.7466524311579696,0.01931818181818179,0.07277397260273977,0.00744960560911484,0.040111789105927304
0.7359480905934865,0.1883335335816413,0.40430769230769226,0.09157509157509158,0.24794139194139192
0.7714980092041988,0.03448700578889019,0.027313266443701245,0.023972602739726012,0.02564293459171363
0.7247590534757435,0.1526875901875902,0.15430103485429347,0.03892241256041412,0.0966117237073538
0.7540138670519413,0.09493767102462758,0.05195477346922528,0.024780949309251232,0.038367861389238256
0.7510103455866168,0.06334208031048094,0.013468013468013407,0.014731121281464532,0.01409956737473897
0.7520189646567761,0.026647785787847544,0.010290164086400377,0.14332313965341487,0.07680665186990762
0.7689411277970458,0.1349507454739084,0.1734463276836159,0.019955439310278045,0.09670088349694697
0.7512304013001163,0.041532690246516624,0.11785573512022074,0.16864983001457023,0.1432527825673955
0.7982531146300286,0.10187922780488257,0.11520302171860253,0.0007742934572202986,0.05798865758791141
0.748778856981982,0.11974063078949126,0.12615740740740733,0.0967882892724492,0.11147284833992827
0.6871655267030525,0.021633638608445582,0.04575448618769917,0.05910138248847924,0.052427934338089205
0.7619509834784941,0.0665691119320635,0.023640661938534313,0.011224489795918391,0.017432575867226352
0.766227528475367,0.010967489228358773,0.08518518518518514,0.2144515898535191,0.14981838751935211
0.7310132646644909,0.10849198436436724,0.019232555978816346,0.07544747652582162,0.047340016252318984
0.7407759729453194,0.07281212364512246,0.049434318967299884,0.0012901463177706352,0.02536223264253526
0.7356179910793301,0.04557441503644033,0.07306145182251367,0.12112014519946535,0.0970907985109895
0.7682886756191967,0.027499937719538625,0.013577146444828214,0.0045620437956204185,0.009069595120224316
0.7613134155145774,0.04098372155012375,0.017352915464638574,0.015963279357388727,0.01665809741101365
0.7653461613534485,0.046895520210126995,0.019852485935018427,0.049725058915946585,0.034788772425482506
0.7726117641761043,0.03173115544249561,0.10773344302756072,0.061130179670571994,0.08443181134906635
0.7529019699411168,0.057273746092290745,0.1530224804945246,0.06685249291912065,0.10993748670682263
0.7475532527345998,0.06690564048497627,0.08336202656173142,0.022770541082164364,0.05306628382194789
0.7038403830074792,0.042866786678667834,0.010582685196991015,0.016831521960353313,0.013707103578672164
0.7193421665481823,0.07123251136275233,0.06616043613707168,0.10459705937092867,0.08537874775400017
0.7443138614304243,0.036454226109398524,0.009249408983451612,0.07623821143573167,0.04274381020959164
0.7687679192338193,0.07562194030928926,0.0785240367826795,0.053477569979220096,0.0660008033809498
0.7401098901098901,0.03548131701691881,0.0025837450704864207,0.0077983691623424445,0.005191057116414433
0.7236072561007123,0.0027978012573648403,0.02566298332410366,0.06064073226544625,0.043151857794774956
0.7316623450946814,0.008574343556378872,0.007692307692307665,0.10110089124015309,0.05439659946623038
0.7505738474981906,0.024003440665127163,0.03394277703732007,0.10620246067261202,0.07007261885496605
